Column	Row	x	y	Diameter	Intensity	Area	Trimmed	FeatureMedian	FeatureVariance	BackgroundMedian	Circularity	Perimeter	redMean	greenMean	blueMean	redMeanBack	greenMeanBack	blueMeanBack	redMedian	greenMedian	blueMedian	redMedianBack	greenMedianBack	blueMedianBack	Barcode	Filename	DateTime	FileName	Start.Time	Treatment	Medium	Screen	Library	Plate	RepQuad	Expt.Time	ORF	Gene
12	2	1846.5	417.5	137	0.0104015968717	0.234977485637	0.00325683465917	4.26756937768e-05	0.000421449664793	3.86618285417e-05	4.80189568127	0.00564152994151	79.3649779736	101.920704846	107.059471366	78.0717813409	100.78607672	106.181043231	79.0	101.0	106.0	78.0	101.0	106.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YOR202W	HIS3
13	2	1986.5	421.5	137	0.0105334649298	0.666890947674	0.00723531653049	3.983067173e-05	3.10017893945e-05	3.96614816198e-05	4497.71348239	0.00031054293256	78.4142025611	101.249592549	106.273961971	78.1937538844	100.969857054	106.171535115	78.0	101.0	106.0	78.0	101.0	106.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YJL094C	KHA1
14	2	2120.5	417.5	137	0.00796948334134	0.196935976399	0.0020885065549	3.96614816198e-05	4.28187981379e-05	2.77891933548e-05	0.0	0.0	78.6036793693	101.017871222	106.423653088	77.6754318123	100.178718742	105.838231503	78.0	101.0	106.0	78.0	100.0	106.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YLR387C	REH1
15	2	2256.5	421.5	137	0.00766890107082	0.544485275089	0.00442972643162	2.79582661348e-05	3.22546853804e-05	2.69587303868e-05	0.0	0.0	78.0533269962	100.28973384	106.092775665	77.852403136	99.9822747415	105.911032837	78.0	100.0	106.0	78.0	100.0	106.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YGR231C	PHB2
16	2	2394.5	417.5	137	0.00904940571396	0.145075306661	0.0018380746568	4.39213882287e-05	4.7631734288e-05	3.15568998859e-05	0.0	0.0	79.1234391723	101.471994292	107.340706386	78.1521370626	100.310449207	106.396718731	79.0	101.0	107.0	78.0	100.0	106.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YNL125C	ESBP6
17	2	2531.5	417.5	137	0.0102555681338	0.0915066507945	0.00140305411164	5.77161313864e-05	5.28527139115e-05	3.96614816198e-05	32.865892376	0.0013456860411	79.9321266968	102.049773756	108.201357466	78.4743348715	100.62074859	106.882185381	80.0	102.0	108.0	78.0	101.0	107.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YPR119W	CLB2
18	2	2662.5	417.5	137	0.0092918963808	0.734071735417	0.00706774483395	3.96614816198e-05	2.81459997386e-05	3.14646783695e-05	0.0	0.0	78.624903053	100.444052739	107.13755905	78.359283768	100.054106656	107.013818606	79.0	100.0	107.0	78.0	100.0	107.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YER173W	RAD24
19	2	2805.5	417.5	137	0.00778660920939	0.246208788365	0.00248057913371	3.89079872456e-05	4.17912983784e-05	2.77891933548e-05	415.126562587	0.000621085865121	78.7870506622	100.49211688	107.464578516	77.999244713	99.6849079923	106.89625103	79.0	100.0	107.0	78.0	100.0	107.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YNL268W	LYP1
20	2	2942.5	417.5	137	0.00613086178131	0.626158066353	0.00429868202409	2.44519712302e-05	4.14106617497e-05	2.35292867458e-05	0.0	0.0	78.3804761118	99.4392461564	106.772193751	77.8699986155	98.9270386266	106.35483871	78.0	99.0	107.0	78.0	99.0	106.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YBR274W	CHK1
21	2	3079.5	417.5	137	-0.000981131706127	0.153045908597	2.51297761232e-05	-6.30542976945e-06	9.65063140706e-05	-3.46040772264e-06	0.0	0.0	77.1288468042	97.4646601285	105.233344606	76.7624052799	97.1341970178	104.87118064	77.0	97.0	105.0	77.0	97.0	105.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YPR119W	CLB2
22	2	3216.5	417.5	137	-0.0126634082138	0.222659282646	-0.00207667495934	-4.5167412503e-05	6.76102093049e-05	-5.24415312689e-05	13515.1315957	0.000103514310853	75.2831241283	94.8891213389	102.106462111	74.2085358546	93.7074372462	101.40794993	75.0	94.0	102.0	74.0	94.0	101.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YIR039C	YPS6
23	2	3347.5	418.5	137	-0.0228064277343	0.301278401739	-0.00598863708418	-8.31989322685e-05	7.95680634275e-05	-9.44715460168e-05	18287.2108365	0.000103514310853	73.3308709844	91.9848823226	98.5808280364	72.0404444444	90.9497037037	97.9188888889	73.0	92.0	98.0	72.0	91.0	98.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YGL179C	TOS3
24	2	3486.5	415.5	137	-0.0229718680814	0.176543657161	-0.0036509157355	-8.25991404216e-05	3.97001388722e-05	-9.0965133782e-05	0.0	0.0	75.0595133392	91.2574025213	95.9976546467	74.193840352	90.5842237586	95.5086737901	75.0	91.0	96.0	74.0	91.0	95.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YOR202W	HIS3
1	3	340.5	554.5	137	-0.0138681759727	0.122043372496	-0.00156265466779	-5.40256059412e-05	7.53556165036e-05	-6.32220622696e-05	0.0	0.0	75.6857506361	93.6072943172	99.8723494487	75.8381182574	93.1581088251	99.074574073	75.0	93.0	100.0	75.0	93.0	99.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YOR202W	HIS3
2	3	477.5	554.5	137	-0.0106455227842	0.131980746338	-0.000853871322181	-3.246466127e-05	6.24743742944e-05	-4.78433617698e-05	0.0	0.0	76.4368627451	95.5274509804	102.184313725	75.0909307734	94.3134577545	101.20446008	76.0	95.0	102.0	75.0	94.0	101.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YPL001W	HAT1
3	3	629.5	554.5	137	-0.00151550608181	0.210030536722	0.000226691781205	-2.79913486484e-06	5.34673379535e-05	-6.30542976945e-06	0.0	0.0	77.7759980286	97.6493346476	104.632084771	76.9306165236	96.7807770425	103.974251458	78.0	97.0	104.0	77.0	97.0	104.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YPL096W	PNG1
4	3	759.5	558.5	137	0.00501020985256	0.207390921795	0.0016450371363	2.44519712302e-05	5.88768057465e-05	1.36714402295e-05	50353.4470517	5.17571554267e-05	79.1597204891	99.550536561	106.541801847	78.1451612903	98.6023246702	105.839427974	79.0	99.0	106.0	78.0	99.0	106.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YKL175W	ZRT3
5	3	888.5	554.5	137	0.00785491560012	0.131359660473	0.00167472508854	4.26756937768e-05	7.5630637878e-05	2.77891933548e-05	0.0	0.0	79.9657210402	101.044129236	107.512214342	78.5029494131	99.530656021	106.538640291	80.0	101.0	107.0	79.0	99.0	106.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YGL217C	YGL217C
6	3	1021.5	559.5	137	0.00968627822103	0.335489881476	0.00396117296319	3.983067173e-05	4.11012240982e-05	3.17260899961e-05	0.0	0.0	79.5712742981	100.89385992	107.213360074	78.6896175715	100.052262637	106.720149544	80.0	101.0	107.0	79.0	100.0	107.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YNR059W	MNT4
7	3	1162.5	554.5	137	0.00995202926277	0.290719942032	0.00350617057122	4.31678938546e-05	3.81343099138e-05	3.96614816198e-05	0.0	0.0	79.2497774613	101.208830336	107.001068186	78.3922212493	100.445636311	106.531231757	79.0	101.0	107.0	78.0	100.0	106.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YKL198C	PTK1
8	3	1299.5	554.5	137	0.010086259288	0.0169245898245	0.000290154937958	5.85465943544e-05	8.09553551297e-05	3.96614816198e-05	1027.30079772	0.000103514310853	80.379204893	102.55351682	108.486238532	78.6479414552	100.702274402	106.500473834	80.0	102.0	108.0	79.0	101.0	106.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YLR233C	EST1
9	3	1436.5	554.5	137	0.01071863047	0.179649086486	0.00281623143919	5.52093722298e-05	7.47406061995e-05	3.96614816198e-05	538.492251882	0.000465814398841	80.3967156439	102.161912993	107.173725151	78.6789274448	100.626056782	106.069463722	80.0	102.0	107.0	79.0	101.0	106.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YKL175W	ZRT3
10	3	1572.5	556.5	137	0.00942837287127	0.682055794214	0.00691548658415	3.17260899961e-05	4.06954865373e-05	3.15568998859e-05	0.0	0.0	79.1019881621	100.646456215	105.987175596	78.4012697379	100.114113625	105.565358945	79.0	100.0	106.0	78.0	100.0	106.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YBR274W	CHK1
11	3	1710.5	554.5	137	0.00753539449512	0.35106878526	0.00295297683213	3.15568998859e-05	2.76583315966e-05	2.7296993277e-05	0.0	0.0	78.2255639098	100.350582338	105.944567301	77.9686552879	99.9491944489	105.665656405	78.0	100.0	106.0	78.0	100.0	106.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YKL109W	HAP4
12	3	1846.5	555.5	137	0.010195050161	0.754049997412	0.00829402775235	3.96614816198e-05	8.70377565292e-05	2.87118778391e-05	82.8788834226	0.00243258630506	78.6014826	101.191296589	106.418422678	77.7455808081	100.304713805	105.913930976	78.0	101.0	106.0	77.0	100.0	106.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YOR033C	EXO1
13	3	1988.5	559.5	137	0.00906275774555	0.270224108483	0.0031163810162	4.23374308866e-05	4.26062366875e-05	3.15568998859e-05	0.0	0.0	78.5259528826	101.459107451	106.430377322	77.7522695035	100.502978723	105.812553191	78.0	101.0	106.0	78.0	101.0	106.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YDL040C	NAT1
14	3	2120.5	554.5	137	0.00725187960193	0.0384038093266	0.000323125946075	3.15568998859e-05	2.69287769273e-05	2.7296993277e-05	0.0	0.0	77.9959568733	100.409703504	106.247978437	77.630389149	100.157059045	105.804618117	78.0	100.0	106.0	77.0	100.0	106.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YNL250W	RAD50
15	3	2267.5	560.5	137	0.00670991338363	0.0192019046633	0.000291158506424	5.50401821196e-05	8.30136917357e-05	2.44519712302e-05	16.1319152177	0.000879871642255	80.1078167116	101.962264151	107.811320755	77.7500791557	99.8347757256	105.671503958	80.0	102.0	107.0	78.0	100.0	106.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YNL250W	RAD50
16	3	2394.5	554.5	137	0.00797121701161	0.240360229802	0.00254358400508	3.96614816198e-05	4.17834728372e-05	2.69587303868e-05	0.0	0.0	78.948535745	100.850344531	106.331180017	78.0713361041	99.9066566737	105.802207536	79.0	101.0	106.0	78.0	100.0	106.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YNR059W	MNT4
17	3	2531.5	554.5	137	0.00854600693357	0.30138191605	0.00300185899674	3.96614816198e-05	3.21992279273e-05	2.79582661348e-05	325.2176715	0.000776357331401	78.7829297613	100.605014597	106.637300361	78.0335605275	100.198992443	106.165061491	79.0	100.0	106.0	78.0	100.0	106.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YML028W	TSA1
18	3	2670.5	557.5	137	0.00729939512584	0.249003674758	0.00237927901528	3.15568998859e-05	3.96620586254e-05	2.44519712302e-05	0.0	0.0	78.593431719	100.471419663	106.916025774	77.8230186079	99.6784975879	106.300620262	78.0	100.0	107.0	78.0	100.0	106.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YOL071W	EMI5
19	3	2805.5	554.5	137	0.00612742066051	0.539827131101	0.00361976374929	2.44519712302e-05	2.6145430764e-05	2.428278112e-05	0.0	0.0	77.9527325024	99.6242569511	106.584084372	77.3310088854	99.4394331346	106.356877742	78.0	99.0	106.0	77.0	99.0	106.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YJL094C	KHA1
20	3	2942.5	554.5	137	0.00368428061481	0.266031778893	0.00170562823081	2.428278112e-05	4.48752343252e-05	1.2410492855e-05	0.0	0.0	77.9789883268	99.4963035019	106.516342412	76.7505817643	98.6056695579	106.013116141	78.0	99.0	106.0	77.0	99.0	106.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YPL156C	PRM4
21	3	3079.5	554.5	137	-0.00279437917862	0.0673360592102	-0.000125799381492	-7.22811425378e-06	5.52642412017e-05	-8.48917895846e-06	0.0	0.0	76.2867025365	97.0222905457	105.173712529	75.8716426193	96.881409545	104.766537181	76.0	97.0	105.0	76.0	97.0	105.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YLR233C	EST1
22	3	3210.5	554.5	137	-0.0121127109333	0.795352207443	-0.00942557861897	-4.89352363643e-05	4.34810225386e-05	-4.91043091443e-05	0.0	0.0	74.1260493265	94.3309038849	102.36949307	73.9385432473	93.9446130501	101.987860395	74.0	94.0	102.0	74.0	94.0	102.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YOR033C	EXO1
23	3	3353.5	554.5	137	-0.0253580720785	0.47181822887	-0.011888583942	-9.85776327683e-05	3.43169935933e-05	-9.85776327683e-05	0.0	0.0	71.4096094778	90.7913558578	97.8656208864	71.2746692798	90.7135717785	97.9395394415	71.0	91.0	98.0	71.0	91.0	98.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YDR496C	PUF6
24	3	3490.5	554.5	137	-0.0305959606762	0.183220330211	-0.0059023770314	-0.000130257718252	5.95977433338e-05	-0.000124736864269	11121.2379937	0.000103514310853	70.3968926554	88.8070621469	95.0426553672	71.6057917749	89.103478867	94.7785945124	70.0	88.0	95.0	71.0	89.0	95.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YOR202W	HIS3
1	4	340.5	691.5	137	-0.0115082666873	0.0859686351638	-0.00088864000262	-4.5167412503e-05	5.9255122935e-05	-5.40256059412e-05	0.0	0.0	75.8717639976	94.3750752559	100.950030102	75.8620611552	93.9233295583	100.434711212	76.0	94.0	101.0	75.0	93.0	100.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YOR202W	HIS3
2	4	479.5	685.5	137	-0.0088223958098	0.18560115936	-0.00105229109353	-2.97887120031e-05	5.21555378378e-05	-3.70628307691e-05	0.0	0.0	76.349135527	95.7827663134	102.88929169	75.2800127105	94.7866539561	102.163075945	76.0	96.0	103.0	75.0	95.0	102.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YOR047C	STD1
3	4	614.5	691.5	137	-0.00163451518425	0.159722581647	0.000205652810351	-1.70726027034e-06	5.12722098445e-05	-6.30542976945e-06	38779.8197159	5.17571554267e-05	77.6348023331	97.7125729099	105.142579391	76.7633507853	96.8001231906	104.34789036	77.0	97.0	105.0	77.0	97.0	104.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YKL198C	PTK1
4	4	760.5	688.5	137	0.00530628920925	0.287096941152	0.00221672740354	2.69587303868e-05	4.52490935303e-05	1.36714402295e-05	0.0	0.0	78.7906976744	99.5720209122	106.927348116	78.0146653115	98.6289385799	106.241687237	79.0	99.0	107.0	78.0	99.0	106.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YBR149W	ARA1
5	4	889.5	691.5	137	0.00775279697221	0.234201128306	0.0023943228804	3.17260899961e-05	5.12362363909e-05	2.77891933548e-05	0.0	0.0	79.1493922652	100.373038674	107.459005525	78.182414166	99.5805623141	106.859421465	79.0	100.0	107.0	78.0	100.0	107.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YOL071W	EMI5
6	4	1025.5	691.5	137	0.00889976610977	0.193778789918	0.00235220022772	4.31678938546e-05	4.89072838373e-05	2.79582661348e-05	0.0	0.0	79.405982906	101.036858974	107.651976496	78.3182897862	99.9892148681	106.913205367	79.0	101.0	107.0	78.0	100.0	107.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.882453703704	YBR028C	YBR028C
