	Column	Row	x	y	Diameter	Intensity	Area	Trimmed	FeatureMedian	FeatureVariance	BackgroundMedian	Circularity	Perimeter	redMean	greenMean	blueMean	redMeanBack	greenMeanBack	blueMeanBack	redMedian	greenMedian	blueMedian	redMedianBack	greenMedianBack	blueMedianBack	Barcode	Filename	DateTime	FileName	Start.Time	Treatment	Medium	Screen	Library	Plate	RepQuad	ExptTime	ORF	Gene	ID
94	23	4	3350.5	694.0	136	0.0	0.539613191965	0.0	-0.0203055108323	0.000109769713816	-0.0214349005765	14141.3557314	0.000159838030795	73.0445300158	92.5101698262	100.223439968	71.8701539174	91.4638352043	99.552945261	73.0	92.0	100.0	72.0	91.0	100.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YGR231C	PHB2	DLR00012733_R04C23
95	24	4	3483.5	695.0	136	0.0	0.156108476744	0.0	-0.0255251237019	0.000158934376241	-0.0292780378314	9204.86647502	0.000106558687197	72.8870307167	91.1481228669	97.6805460751	71.0359239851	89.5970705221	96.1236820506	72.0	90.0	97.0	71.0	89.0	96.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YOR202W	HIS3	DLR00012733_R04C24
96	1	5	350.5	827.0	136	0.0	0.285843678406	0.0	-0.00826237692837	0.000139986034171	-0.00939176667255	67418.578346	5.32793435985e-05	77.198695247	96.0607642125	103.206523765	76.2814085348	95.0824380782	102.442629066	76.0	95.0	103.0	76.0	95.0	102.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YOR202W	HIS3	DLR00012733_R05C01
97	2	5	478.5	833.0	136	0.0	0.753849432575	0.0	-0.00372510120265	0.000128566853067	-0.00478786090126	197.557308692	0.00159838030795	77.2779701746	97.0323697788	104.722100502	76.2095238095	95.8878787879	103.955627706	77.0	96.0	104.0	76.0	96.0	104.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YOR368W	RAD17	DLR00012733_R05C02
98	3	5	624.5	827.0	136	0.00484083533956	0.126378603016	0.00197350738641	0.0110670381873	0.000201902287423	0.00322390093238	91.9982441273	0.000959028184773	81.3591905565	101.354131535	108.637436762	77.7814234311	98.2756601817	106.284076355	80.0	100.0	108.0	78.0	98.0	106.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YGL217C	YGL217C	DLR00012733_R05C03
99	4	5	760.5	834.0	136	0.00949535526143	0.426288028131	0.00478977820574	0.0101729329866	6.16028763783e-05	0.00714546955983	25135.8828214	0.000106558687197	79.457567804	100.483564554	108.310711161	78.5963967311	99.6950222883	107.843053492	79.0	100.0	108.0	79.0	100.0	108.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YKL109W	HAP4	DLR00012733_R05C04
100	5	5	898.5	827.0	136	0.0118150354474	0.100644680058	0.00203072499836	0.0174592141983	0.000134228662436	0.0110239246284	0.0	0.0	81.6140815246	102.878771837	110.321334039	78.8920616114	100.611315166	108.338092417	81.0	102.0	110.0	79.0	101.0	108.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YOR202W	HIS3	DLR00012733_R05C05
101	6	5	1034.5	827.0	136	0.0127021792794	0.187170334061	0.00340595160649	0.0149886068147	0.00011145244773	0.0110670381873	441.456599682	0.000532793435985	80.878736123	102.550811272	109.509536009	78.9022679601	100.880178291	108.174226534	80.0	102.0	109.0	79.0	101.0	108.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YMR105C	PGM2	DLR00012733_R05C06
102	7	5	1171.5	827.0	136	0.0134450164405	0.386541637807	0.00648993904755	0.0140945016141	9.35008388196e-05	0.0110239246284	0.0	0.0	80.5422467264	102.307649897	108.496209511	78.8158763245	100.98575647	107.634879277	80.0	102.0	108.0	79.0	101.0	107.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YNR059W	MNT4	DLR00012733_R05C07
103	8	5	1308.5	827.0	136	0.0137510171301	0.362246257126	0.00632561268128	0.014819982236	0.000101577094628	0.0110670381873	435.91200922	0.000745910810379	80.9908810119	102.401970878	108.337990881	79.1851294904	101.017126149	107.188387636	81.0	102.0	108.0	79.0	101.0	107.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YOR382W	FIT2	DLR00012733_R05C08
104	9	5	1439.5	830.0	136	0.0138545103648	0.356492088017	0.00622821751215	0.0150552966987	9.00575211884e-05	0.0113454662089	0.0	0.0	80.9255716634	102.518308175	107.929606935	79.4215101838	101.033614837	106.948915383	80.0	102.0	107.0	80.0	101.0	107.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YOR382W	FIT2	DLR00012733_R05C09
105	10	5	1581.5	827.0	136	0.0126423258157	0.226703607012	0.00396849378911	0.014819982236	9.38824480326e-05	0.0110670381873	0.0	0.0	81.2963572268	102.375793184	107.767802585	79.3174176657	100.877221993	106.608102522	81.0	102.0	107.0	79.0	101.0	107.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YOL071W	EMI5	DLR00012733_R05C10
106	11	5	1718.5	827.0	136	0.0114886143953	0.253130161436	0.00428026036496	0.0140945016141	0.000107275016688	0.0101297895085	0.0	0.0	81.1481793307	102.179120185	107.836245001	79.0243258667	100.374875161	106.462191468	81.0	102.0	107.0	79.0	100.0	106.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YJR154W	YJR154W	DLR00012733_R05C11
107	12	5	1855.5	827.0	136	0.00924112176472	0.131599978688	0.00129889184468	0.00810626464447	5.58999930926e-05	0.00810626464447	121.245841474	0.000852469497576	79.0170040486	100.465587045	106.503238866	78.7353825388	100.299772992	106.475796061	79.0	100.0	106.0	79.0	100.0	106.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YMR224C	MRE11	DLR00012733_R05C12
108	13	5	1991.5	838.0	136	0.0105179532662	0.246843198892	0.00426915607181	0.0140945016141	0.000138372111393	0.00742389758143	1188.16316441	0.000372955405189	80.8866824951	102.445715519	108.012087201	78.5186049802	100.026669496	106.551499717	80.0	102.0	107.0	79.0	100.0	106.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YNL011C	YNL011C	DLR00012733_R05C13
109	14	5	2129.5	827.0	136	0.00925170757544	0.189674463211	0.00274947662478	0.0119846897938	0.000106676854274	0.00733764054444	912.985293615	0.000372955405189	79.9865168539	101.769382022	107.594101124	78.2357814452	100.080149911	106.408179367	79.0	101.0	107.0	78.0	100.0	106.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YIR039C	YPS6	DLR00012733_R05C14
110	15	5	2260.5	834.0	136	0.00918911748667	0.287815014119	0.0037036497574	0.0101729329866	9.0912523422e-05	0.00714546955983	0.0	0.0	79.7858200666	101.225472047	107.280451685	78.305229296	99.9411984739	106.221440862	79.0	101.0	107.0	78.0	100.0	106.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YBR028C	YBR028C	DLR00012733_R05C15
111	16	5	2389.5	832.0	136	0.00969042373564	0.249986680164	0.00390286577566	0.0120278332719	0.000131164986124	0.00714546955983	14740.3527306	0.000106558687197	80.4230605286	102.017050298	107.671355499	78.2120480216	99.9946011224	106.222845777	80.0	101.0	107.0	78.0	100.0	106.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YOR202W	HIS3	DLR00012733_R05C16
112	17	5	2526.5	826.0	136	0.00941741553248	0.295167563536	0.00421695080566	0.0110670381873	0.000109827548879	0.00710235600093	17404.4233009	0.000106558687197	79.8220216606	101.71101083	107.858303249	77.8844961826	99.924181722	106.68780709	79.0	101.0	107.0	78.0	100.0	107.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YOR202W	HIS3	DLR00012733_R05C17
113	18	5	2662.5	831.0	136	0.0084916657522	0.227822473227	0.00318809358035	0.0110239246284	0.000105045475201	0.00710235600093	13433.4501867	0.000106558687197	79.6557530402	101.541627689	108.511459308	77.5150762437	99.8146691506	107.079900642	79.0	101.0	108.0	77.0	100.0	107.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YDL109C	YDL109C	DLR00012733_R05C18
114	19	5	2809.5	828.0	136	0.00727626912762	0.0717139964836	0.000970497303667	0.0110239246284	0.000111562331133	0.00710235600093	0.0	0.0	79.1121842496	101.551263001	108.856612184	77.2629283131	99.8063479309	107.615393445	78.0	101.0	108.0	77.0	100.0	108.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YML032C	RAD52	DLR00012733_R05C19
115	20	5	2949.5	827.0	136	0.00545092848815	0.0868986094091	0.00149928651311	0.0149886068147	0.000151611829727	0.00322390093238	0.0	0.0	80.4567749847	102.311465359	109.737584304	76.7814214027	99.055665772	107.229373322	80.0	102.0	109.0	77.0	99.0	107.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YGL217C	YGL217C	DLR00012733_R05C20
116	21	5	3080.5	827.0	136	0.000919363070756	0.433587298204	0.0016219154975	0.00177293968851	9.43488918966e-05	-0.000740781253969	605.119077276	0.00069263146678	77.0992872942	98.6751044483	107.042147948	75.7866616499	97.3281911391	106.278525068	77.0	98.0	107.0	76.0	97.0	106.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YKL109W	HAP4	DLR00012733_R05C21
117	22	5	3213.5	828.0	136	0.0	0.229687250253	0.0	-0.00461923632252	0.000156550215172	-0.00890549000856	54173.6237185	5.32793435985e-05	76.5467408954	97.1234052424	105.588726514	73.9521372251	95.0363812422	104.093235579	76.0	96.0	105.0	74.0	95.0	104.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YMR169c	ALD3	DLR00012733_R05C22
118	23	5	3356.5	831.0	136	0.0	0.203154137141	0.0	-0.0133564787781	0.000202636731249	-0.021199616033	1916.6228461	0.000266396717992	75.3975872017	94.8106477839	102.403356937	71.7366274405	91.7241909601	100.065659267	74.0	94.0	102.0	72.0	92.0	100.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YLR387C	REH1	DLR00012733_R05C23
119	24	5	3479.5	830.0	136	0.0	0.175981671906	0.0	-0.0243957040385	0.000154668926598	-0.029085896766	85.7576903703	0.00117214555917	72.9854677566	91.6569785044	98.2201029367	70.7471873788	89.6216862796	96.6159963792	72.0	91.0	98.0	70.0	90.0	96.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YOR202W	HIS3	DLR00012733_R05C24
120	1	6	346.5	966.0	136	0.0	0.183494059353	3.48844104331e-06	-0.00365844123788	0.000149246161177	-0.00854080494997	0.0	0.0	77.9544134727	97.1652148664	104.24912892	76.3549755302	95.4617944535	102.977422512	77.0	96.0	104.0	76.0	95.0	103.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YOR202W	HIS3	DLR00012733_R06C01
121	2	6	479.5	967.0	136	0.0	0.620491235548	0.0	-0.00434080830092	3.71372178762e-05	-0.00461923632252	36586.9880437	0.000106558687197	76.5246436545	96.6329211747	104.674051176	75.9317703215	96.0762319248	104.314193458	76.0	96.0	105.0	76.0	96.0	104.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YDR269C	YDR269C	DLR00012733_R06C02
122	3	6	625.5	971.0	136	0.00443714577405	0.217699397943	0.00218485296221	0.00710235600093	0.000135487081052	0.00318078737348	633.903584324	0.000479514092386	79.4620655898	100.058002937	107.806167401	77.5889123476	98.2047265545	106.252673159	79.0	99.0	107.0	78.0	98.0	106.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YJR154W	YJR154W	DLR00012733_R06C03
123	4	6	761.5	963.0	136	0.00843614419063	0.00431562683148	7.59470613852e-05	0.0180160702415	0.000135918334606	0.00714546955983	0.0	0.0	81.2345679012	102.074074074	109.691358025	78.5082405822	99.787296661	108.034086045	81.0	102.0	109.0	79.0	100.0	108.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YNL250W	RAD50	DLR00012733_R06C04
124	5	6	898.5	963.0	136	0.0105881923072	0.0337791038414	0.000504412443377	0.0120278332719	6.77778724104e-05	0.0101729329866	0.0	0.0	79.9305993691	101.665615142	109.252365931	78.6651778329	100.550317066	108.256465398	80.0	101.0	109.0	79.0	100.0	108.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YML032C	RAD52	DLR00012733_R06C05
125	6	6	1024.5	963.0	136	0.0123401963613	0.257339229581	0.00447645284142	0.0140945016141	0.000137690847137	0.0108317536438	269.758089188	0.000799190153977	80.7939958592	102.27826087	109.341407867	78.6749408135	100.669560227	107.957529235	80.0	101.0	109.0	79.0	101.0	108.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YMR105C	PGM2	DLR00012733_R06C06
126	7	6	1171.5	963.0	136	0.0117852900854	0.29479460813	0.00459255177091	0.014051358136	9.25158153648e-05	0.0101729329866	0.0	0.0	80.17838424	101.960961504	108.5270197	78.6600181324	100.618389241	107.389770323	80.0	101.0	108.0	79.0	101.0	107.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YLL019C	KNS1	DLR00012733_R06C07
127	8	6	1305.5	965.0	136	0.0116010378885	0.234322553146	0.00407622915556	0.0140945016141	0.000108765295232	0.0101729329866	0.0	0.0	80.8447021373	102.450659391	108.322191905	78.7734326073	100.502052745	106.859578317	80.0	102.0	108.0	79.0	100.0	107.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YOR202W	HIS3	DLR00012733_R06C08
128	9	6	1442.5	965.0	136	0.0116171002747	0.13666151633	0.00257045999441	0.0159494018994	0.000104977462413	0.0101729329866	60.9314567596	0.00122542490277	81.530994152	102.701754386	108.390253411	79.1890274006	100.629103925	106.571587262	81.0	102.0	108.0	79.0	101.0	107.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YKL175W	ZRT3	DLR00012733_R06C09
129	10	6	1573.5	970.0	136	0.0119162143147	0.321807235335	0.00513930795389	0.0139258770353	9.41211932544e-05	0.0101729329866	527.089434102	0.000639352123182	80.8592715232	102.020695364	107.308940397	79.2021368529	100.484484249	106.194595019	80.0	101.0	107.0	79.0	100.0	106.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YOR382W	FIT2	DLR00012733_R06C10
130	11	6	1709.5	967.0	136	0.0104413321131	0.235175022644	0.00361970042098	0.0120278332719	0.000106089320633	0.00810626464447	0.0	0.0	80.8520616221	101.785002266	107.247168101	79.0990595611	100.152699408	105.772344131	80.0	101.0	107.0	79.0	100.0	106.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YNL268W	LYP1	DLR00012733_R06C11
131	12	6	1853.5	966.0	136	0.00976130105545	0.244765304491	0.00366975000958	0.0120278332719	0.000100560544957	0.00806312116637	902.029790662	0.000426234748788	80.8215063126	101.652590335	107.117544623	78.8784479718	99.9111816578	105.685573192	80.0	101.0	107.0	79.0	100.0	106.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YMR169c	ALD3	DLR00012733_R06C12
132	13	6	1992.5	963.0	136	0.00895997147584	0.236879961639	0.00323935831479	0.0108984136085	0.000118040186371	0.00714546955983	58.1374440702	0.00165165965155	80.4968511021	101.253936122	107.0739991	78.5958947148	99.7964113663	105.743908399	80.0	101.0	106.0	79.0	100.0	106.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YLR387C	REH1	DLR00012733_R06C13
133	14	6	2119.5	967.0	136	0.00731758021966	0.0831690553572	0.000941213138412	0.00810626464447	7.64416805813e-05	0.00625136435916	0.0	0.0	79.5515695067	100.830237028	106.459961563	78.4345653185	99.6574267782	105.671315667	79.0	100.0	106.0	79.0	100.0	106.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YLR233C	EST1	DLR00012733_R06C14
134	15	6	2257.5	967.0	136	0.00768974428934	0.349246097288	0.00387902280733	0.00810626464447	9.17438063212e-05	0.00625136435916	0.0	0.0	79.6218154081	100.669565217	106.633257056	78.1395120354	99.3630260357	105.502947437	79.0	100.0	106.0	78.0	99.0	105.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YOR382W	FIT2	DLR00012733_R06C15
135	16	6	2394.5	964.0	136	0.00740374542996	0.401886088763	0.00408526141042	0.00742389758143	8.57452380886e-05	0.00620822088106	0.0	0.0	79.1114941005	100.535198197	106.557337929	77.7165508641	99.4095848922	105.684482451	79.0	100.0	106.0	78.0	99.0	106.0	DLR00012733	DLR00012733-2009-11-10_22-35-16	2009-11-10_22-35-16	DLR00012733-2009-11-10_22-35-16	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.13127314815	YLL019C	KNS1	DLR00012733_R06C16
