Column	Row	x	y	Diameter	Intensity	Area	Trimmed	FeatureMedian	FeatureVariance	BackgroundMedian	Circularity	Perimeter	redMean	greenMean	blueMean	redMeanBack	greenMeanBack	blueMeanBack	redMedian	greenMedian	blueMedian	redMedianBack	greenMedianBack	blueMedianBack	Barcode	Filename	Date.Time	Inoc.Time	Treatments	Medium	Screen.Name	RepQuad	MasterPlate.Number	Timeseries.order	Library.Name	ORF	Gene	ScreenID	Expt.Time	Growth
14	6	2119.5	967	136	0.0095717262483859	0.083169055357238	0.000883324377020435	0.0101729329866102	1.62162718019713e-05	0.0101297895085159	0	0	78.9692504804612	100.777706598334	106.700832799488	78.8283356578336	100.397721989772	106.467456996746	79	101	107	79	100	106	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YLR233C	EST1	P15_cdc13-1	0.60537037037037	0.0095717262483859
15	6	2257.5	967	136	0.00924802949916877	0.349246097288081	0.00343718010009595	0.0101729329866102	1.53701267873789e-05	0.00823174574511206	0	0	78.9141113653699	100.489702517162	106.585659801678	78.6421319796954	100.256590797446	106.458654003602	79	100	106	79	100	106	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YOR382W	FIT2	P15_cdc13-1	0.60537037037037	0.00924802949916877
16	6	2394.5	964	136	0.00901796355082333	0.401886088763386	0.00373643187012598	0.0101297895085159	2.0925561625641e-05	0.00810626464446868	483.612926245465	0.000745910810378816	78.5782845021875	100.427548720668	106.568606655177	78.4061998931053	100.321396757527	106.522091573134	79	100	106	78	100	106	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YLL019C	KNS1	P15_cdc13-1	0.60537037037037	0.00901796355082333
17	6	2539.5	963	136	0.00866688777549095	0.20986733443444	0.00202139711370671	0.0101297895085159	1.54777294776989e-05	0.00742389758143253	0	0	78.3574511297284	100.572988068038	107.14724549378	78.0823331085637	100.214497639919	106.983142279164	78	100	107	78	100	107	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YMR176W	ECM5	P15_cdc13-1	0.60537037037037	0.00866688777549095
18	6	2665.5	963	136	0.00875799564975322	0.335286909265278	0.00316908340217306	0.00980821800882223	2.01831227253461e-05	0.00733764054443804	0	0	77.860956618465	100.640870808835	107.69744160178	77.8014588008977	100.24751522924	107.544004488618	78	101	108	78	100	108	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YMR206W	YMR206W	P15_cdc13-1	0.60537037037037	0.00875799564975322
19	6	2936.5	961	136	0.00607361410098693	0.787202301667643	0.00492463664138571	0.00682389806013963	1.5176317710917e-05	0.00579057884866598	0	0	76.9729949238579	99.6696446700508	107.878443316413	76.7323485227842	99.4554331497246	107.696795192789	77	100	108	77	99	108	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YMR224C	MRE11	P15_cdc13-1	0.60537037037037	0.00607361410098693
20	6	2940.5	961	136	0.00598940431542472	0.786083435452075	0.00489331795028431	0.00682389806013963	1.52029659442268e-05	0.00569450831596071	0	0	76.9644164294429	99.6624644164294	107.868713569202	76.7023661270237	99.3569115815691	107.666500622665	77	100	108	77	99	108	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YOR033C	EXO1	P15_cdc13-1	0.60537037037037	0.00598940431542472
21	6	3086.5	963	136	0.00162558429816068	0.257765464329479	0.000813790701476669	0.00318078737348216	1.76049954661583e-05	0.0003886084902101	0	0	76.5206696982224	98.7046300124018	107.102315006201	75.9885148230565	98.1503122532481	106.736845883282	76	99	107	76	98	107	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YPR160W	GPH1	P15_cdc13-1	0.60537037037037	0.00162558429816068
22	6	3210.5	961	136	0	0.169161915925196	0	-0.00461923632251968	2.15928498389667e-05	-0.0057486260666986	0	0	75.1836220472441	96.5335433070866	105.367244094488	74.612671540336	95.9921123509042	104.994549185584	75	96	105	75	96	105	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YKL175W	ZRT3	P15_cdc13-1	0.60537037037037	0
23	6	3359.5	971	136	0	0.0542916511268581	0	-0.0175133319490515	1.17159651335012e-05	-0.0193878592257825	0	0	72.2600588812561	92.7487733071639	100.999018645731	72.0161126760563	92.6916056338028	100.766366197183	73	93	101	72	93	101	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YOR202W	HIS3	P15_cdc13-1	0.60537037037037	0
24	6	3482.5	967	136	0	0.127870424636368	0	-0.0272309964806845	1.76461119914215e-05	-0.0272309964806845	0	0	70.8816666666667	90.53875	97.3429166666667	71.0020160058647	90.5522634247663	97.3695399841163	71	90	97	71	90	97	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YOR202W	HIS3	P15_cdc13-1	0.60537037037037	0
1	7	350.5	1100	136	0	0.175289040439022	0	-0.00461923632251968	3.37149296512447e-05	-0.0046623498814198	0	0	76.4364741641337	96.3145896656535	104.34376899696	76.6560501324375	96.5073325150204	104.201111182893	76	96	104	76	96	104	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YOR202W	HIS3	P15_cdc13-1	0.60537037037037	0
2	7	487.5	1100	136	0	0.176993979434173	5.98218660115149e-05	-0.000697667695068699	1.6801850896377e-05	-0.000697667695068699	0	0	76.7293798916316	97.6450933172788	105.704695966285	76.6113808506506	97.4569819382404	105.741114779569	77	98	106	77	97	106	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YMR206W	YMR206W	P15_cdc13-1	0.60537037037037	0
3	7	622.5	1105	136	0.00607866517480147	0.328626991315467	0.00223249504159424	0.00710235600093314	1.59682503982916e-05	0.00625136435915924	0	0	78.034046692607	99.4241245136187	107.562094682231	77.7489088167606	99.1392746607412	107.395365447187	78	99	108	78	99	107	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YKL198C	PTK1	P15_cdc13-1	0.60537037037037	0.00607866517480147
4	7	761.5	1100	136	0.0110435954744038	0.262507325909745	0.00307753581729102	0.0110670381872842	1.88690546231184e-05	0.0110239246283841	0	0	79.0322711589202	100.776537446722	109.00832149381	78.7392717815345	100.55078745846	108.876679670568	79	101	109	79	101	109	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YDL012C	YDL012C	P15_cdc13-1	0.60537037037037	0.0110435954744038
5	7	898.5	1100	136	0.012863821498639	0.600990995790932	0.00779315717246089	0.012153314372563	1.76595940688925e-05	0.012153314372563	1749.98346333298	0.000479514092386382	78.8862588652482	101.364095744681	109.147517730496	78.7059687541728	101.3501134998	109.112965683002	79	101	109	79	101	109	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YDR496C	PUF6	P15_cdc13-1	0.60537037037037	0.012863821498639
6	7	1034.5	1100	136	0.0124476662185748	0.151206777132506	0.00199936072694985	0.0138592170705563	1.63607373532282e-05	0.011259209171889	0	0	78.9031007751938	101.503171247357	108.958773784355	78.692486347373	101.260498399347	108.718285104513	79	101	109	79	101	109	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YDL040C	NAT1	P15_cdc13-1	0.60537037037037	0.0124476662185748
7	7	1170.5	1104	136	0.0119905445014374	0.06302946347701	0.000908145855839431	0.0140945016140612	2.06708358950807e-05	0.0110670381872842	0	0	79.29078613694	101.89349112426	108.584108199493	78.752871602411	101.138348686455	108.111395428182	79	102	108	79	101	108	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YPR119W	CLB2	P15_cdc13-1	0.60537037037037	0.0119905445014374
8	7	1301.5	1104	136	0.0115521996443495	0.3626724918749	0.00427474885152187	0.0110670381872842	1.44911602533762e-05	0.0110239246283841	0	0	79.0174820038196	101.082121345674	107.614955193183	79.0232402608259	100.930613609764	107.556595886975	79	101	107	79	101	107	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YBR028C	YBR028C	P15_cdc13-1	0.60537037037037	0.0115521996443495
9	7	1446.5	1109	136	0.0118021334105957	0.280675582076829	0.00343156739365539	0.0119846897938253	1.73554859504422e-05	0.0110905845931513	817.279511067211	0.000479514092386382	79.2792331055429	101.224183750949	107.179574791192	79.236797274276	101.014665580327	107.051329531146	79	101	107	79	101	107	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YOL071W	EMI5	P15_cdc13-1	0.60537037037037	0.0118021334105957
10	7	1581.5	1100	136	0.0116203825326078	0.14470669721349	0.00187269358605763	0.0120278332719197	1.72194513205439e-05	0.0110905845931513	0	0	79.6874079528719	101.331737849779	107.15500736377	79.366785024606	100.912352831246	106.700803588114	80	101	107	80	101	107	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YGL217C	YGL217C	P15_cdc13-1	0.60537037037037	0.0116203825326078
11	7	1712.5	1114	136	0.0107102023557328	0.010069795940114	0.000129373396170074	0.0119846897938253	2.30817918093996e-05	0.0108984136085465	0	0	80.0740740740741	101.137566137566	106.931216931217	79.3591496232508	100.670398277718	106.382023681378	80	101	107	80	101	106	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YLR233C	EST1	P15_cdc13-1	0.60537037037037	0.0107102023557328
12	7	1845.5	1097	136	0.0100059861845943	0.257978581703873	0.00279617841003827	0.0108984136085465	1.83309287561645e-05	0.0101729329866102	0	0	79.5175547294506	100.708798017348	106.105121850475	79.1426725066418	100.443742370934	105.942629424858	80	101	106	79	100	106	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YLL019C	KNS1	P15_cdc13-1	0.60537037037037	0.0100059861845943
13	7	1993.5	1096	136	0.00925957899519183	0.162608556662582	0.00166971156083579	0.0101729329866102	1.79741085539982e-05	0.00810626464446868	0	0	79.4433158584535	100.485910878113	106.171363040629	79.0205509957371	100.229560348667	105.90570719603	80	100	106	79	100	106	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YPL001W	HAT1	P15_cdc13-1	0.60537037037037	0.00925957899519183
14	7	2132.5	1109	136	0.00760924054809334	0.22744951782194	0.00189166410243775	0.00806312116637431	3.40343039512259e-05	0.0071690159657003	238.425938456441	0.000799190153977303	78.7240571562427	100.038650737878	105.995783555868	78.4709655172414	99.8330344827586	105.669517241379	79	100	106	79	100	106	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YMR176W	ECM5	P15_cdc13-1	0.60537037037037	0.00760924054809334
15	7	2265.5	1100	136	0.00681210501495718	0.288454366242208	0.00221061686153829	0.00714546955983326	1.5959123502672e-05	0.00625136435915924	0	0	78.3435537495382	99.9584410786849	105.945696342815	78.0759266192437	99.6149007862224	105.73957319356	78	100	106	78	100	106	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YPL001W	HAT1	P15_cdc13-1	0.60537037037037	0.00681210501495718
16	7	2391.5	1102	136	0.00669248682503598	0.485534658213011	0.00335159040914844	0.00633762139615373	1.44758969736003e-05	0.00625136435915924	0	0	78.1849006913201	99.7175463623395	105.900471853396	77.9178748964375	99.6776097763049	105.891673570837	78	100	106	78	100	106	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YDR217C	RAD9	P15_cdc13-1	0.60537037037037	0.00669248682503598
17	7	2537.5	1100	136	0.00631757518850444	0.768820928126166	0.00486746712743528	0.00625136435915924	1.58546956414149e-05	0.00625136435915924	0	0	77.6306999306999	99.6781011781012	106.278101178101	77.4782207882	99.7296612122609	106.281862180226	77	100	106	77	100	106	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YML032C	RAD52	P15_cdc13-1	0.60537037037037	0.00631757518850444
18	7	2670.5	1104	136	0.00527778847668971	0.693164260216314	0.00372799467364487	0.00620822088106488	1.2837121975789e-05	0.00431017711766108	0	0	76.9488086087625	99.5375096079939	106.659108378171	76.8662962319847	99.4163917346762	106.766973432888	77	99	107	77	99	107	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YHR077C	NMD2	P15_cdc13-1	0.60537037037037	0.00527778847668971
19	7	2812.5	1100	136	0.00529112873109639	0.277265704086526	0.00186081466717778	0.00620822088106488	0.000110890762187333	0.00431017711766108	37.0722180709326	0.00223773243113645	76.9846272098386	99.8968101460415	107.696963873943	76.4041282712864	99.4385551050498	107.183708072245	77	100	108	76	99	107	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YDR262W	YDR262W	P15_cdc13-1	0.60537037037037	0.00529112873109639
20	7	2938.5	1104	136	0.00327719667901283	0.334807395172891	0.00129361747920709	0.00322390093238228	1.51587015099895e-05	0.00318078737348216	0	0	76.3521642266073	99.0704964990452	107.241088478676	75.9828594313176	98.874329195034	107.247336804165	76	99	107	76	99	107	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YKL109W	HAP4	P15_cdc13-1	0.60537037037037	0.00327719667901283
21	7	3086.5	1101	136	0	0.29788481005914	0.000148679527589194	-0.000125104074894067	1.77669269729918e-05	-0.000740781253968822	0	0	75.4922196387051	98.1350384546593	106.787157932391	75.1946425861284	97.649263924723	106.403779025649	75	98	107	75	98	106	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YMR176W	ECM5	P15_cdc13-1	0.60537037037037	0
22	7	3213.5	1099	136	0	0.575257072832863	0	-0.00854080494997066	1.74262727515741e-05	-0.00858391850887078	0	0	73.9754561452255	95.6889876817635	104.774289154395	73.770572002007	95.4828148519819	104.580782739589	74	96	105	74	95	105	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YDR269C	YDR269C	P15_cdc13-1	0.60537037037037	0
23	7	3363.5	1104	136	0	0.0610048484202675	0	-0.017321190883641	2.35050460102144e-05	-0.0203486243912237	0	0	72.2017467248908	92.8524017467249	100.660262008734	71.4628915115751	92.3966749886518	100.364956876986	72	93	101	71	92	100	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YML032C	RAD52	P15_cdc13-1	0.60537037037037	0
24	7	3478.5	1099	136	0	0.217060045820235	0	-0.0283172726659633	1.65299691027319e-05	-0.0283172726659633	0	0	70.2783505154639	90.2547864506627	97.0193912616593	70.4172847907452	90.2104117046615	97.0640353861858	70	90	97	70	90	97	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YOR202W	HIS3	P15_cdc13-1	0.60537037037037	0
1	8	342.5	1246	136	0	0.224412595236827	0	-0.00555648500128806	3.52975125814218e-05	-0.0055133415231937	0	0	75.869420702754	95.9878917378917	103.820037986705	77.0476059627671	96.731125918802	104.147763962355	76	96	104	76	96	104	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YOR202W	HIS3	P15_cdc13-1	0.60537037037037	0
2	8	478.5	1239	136	0	0.20001065586872	0	-0.000740781253968822	1.76009280550768e-05	-0.00159177289574272	0	0	76.4307405434204	97.4437932871604	105.615343633458	75.9312687312687	97.2049284049284	105.269597069597	77	97	106	76	97	105	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YDL109C	YDL109C	P15_cdc13-1	0.60537037037037	0
3	8	617.5	1235	136	0.00445080540298595	0.147104267675422	0.000785165717229696	0.00431017711766108	2.27284140305473e-05	0.00322390093238228	8673.93731656142	0.000106558687196974	77.5947120608475	99.0811300253531	107.223831944947	77.254247876062	98.8490754622689	106.986256871564	78	99	107	77	99	107	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YOR202W	HIS3	P15_cdc13-1	0.60537037037037	0.00445080540298595
4	8	761.5	1236	136	0.00907487030142104	0.445521871170547	0.00401584163407921	0.00823174574511206	1.55137440130139e-05	0.00961607694341169	0	0	77.8228892609424	100.320856254485	108.465199712987	78.0487172095705	100.248198328048	108.493417891804	78	100	108	78	100	108	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YKL109W	HAP4	P15_cdc13-1	0.60537037037037	0.00907487030142104
5	8	898.5	1236	136	0.0107545209205823	0.109542330438489	0.00132029509795613	0.0110670381872842	1.83803206897944e-05	0.0110239246283841	0	0	78.6347276264591	101.157101167315	108.827821011673	78.2037336205349	100.78352180937	108.62047507928	78	101	109	78	101	109	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YIR039C	YPS6	P15_cdc13-1	0.60537037037037	0.0107545209205823
6	8	1034.5	1236	136	0.0104701384740075	0.162022483882999	0.00183984382272522	0.0110239246283841	1.70526976447413e-05	0.0110239246283841	0	0	78.3952647155541	101.012824728708	108.638934561	78.1554552390641	100.731625127162	108.35255595117	78	101	109	78	101	108	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YNL125C	ESBP6	P15_cdc13-1	0.60537037037037	0.0104701384740075
7	8	1161.5	1241	136	0.0100296593863774	0.196440939847621	0.00213540150129058	0.0110239246283841	1.58424843937095e-05	0.0101729329866102	0	0	78.5253593707621	100.863574721996	107.981285598047	78.2257658135526	100.618949741414	107.686182203952	78	101	108	78	101	108	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YJL023C	PET130	P15_cdc13-1	0.60537037037037	0.0100296593863774
8	8	1300.5	1240	136	0.00983849350274278	0.757472427939688	0.00756824936957396	0.0101297895085159	2.68323281524823e-05	0.0101297895085159	446.640227560861	0.00106558687196974	78.6361398325948	100.577336990926	107.198424421467	78.4808875219684	100.431898066784	106.943760984183	79	100	107	78	100	107	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YOR368W	RAD17	P15_cdc13-1	0.60537037037037	0.00983849350274278
9	8	1445.5	1236	136	0.0097255977424237	0.138419734668869	0.00157967431029828	0.0110670381872842	1.57398063228782e-05	0.0101297895085159	0	0	79.2740569668976	100.886451116243	107.111624326405	78.8466390452044	100.335353410426	106.691546595758	79	101	107	79	100	107	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YKL175W	ZRT3	P15_cdc13-1	0.60537037037037	0.0097255977424237
10	8	1582.5	1231	136	0.00933579522456439	0.00490169961106079	6.1659434823602e-05	0.0116650780013544	2.45334665473184e-05	0.0101297895085159	0	0	80.0326086956522	101.04347826087	106.923913043478	78.9492959254698	100.306312576966	106.270278952723	80	101	107	79	100	106	DLR00012733	DLR00012733-2009-11-10_09-57-58	2009-11-10_09-57-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	2	BooneSDLV2	YMR224C	MRE11	P15_cdc13-1	0.60537037037037	0.00933579522456439
