Barcode	Start.Time	Treatment	Medium	Screen	Library	Plate	RepQuad
DLR00016366	2009-11-23_18-33-21	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	4	3
DLR00016365	2009-11-23_18-33-21	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	4	3
DLR00016363	2009-11-23_18-33-21	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	5	3
DLR00016364	2009-11-23_18-33-21	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	5	3
DLR00016360	2009-11-23_18-33-21	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	5	3
DLR00016361	2009-11-23_18-33-21	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	5	3
DLR00016396	2009-11-23_18-33-21	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	6	3
DLR00016394	2009-11-23_18-33-21	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	6	3
DLR00016395	2009-11-23_18-33-21	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	6	3
DLR00016397	2009-11-23_18-33-21	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	6	3
DLR00012316	2009-11-23_18-33-21	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	7	3
DLR00012255	2009-11-23_18-33-21	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	7	3
DLR00016436	2009-11-23_18-33-21	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	7	3
DLR00016434	2009-11-23_18-33-21	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	7	3
DLR00016435	2009-11-23_18-33-21	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	8	3
DLR00012264	2009-11-23_18-33-21	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	8	3
DLR00016437	2009-11-23_18-33-21	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	8	3
DLR00012263	2009-11-23_18-33-21	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	8	3
DLR00012262	2009-11-23_18-33-21	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	9	3
DLR00012261	2009-11-23_18-33-21	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	9	3
DLR00012312	2009-11-23_18-33-21	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	9	3
DLR00012307	2009-11-23_18-33-21	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	9	3
DLR00012314	2009-11-23_18-33-21	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	10	3
DLR00012315	2009-11-23_18-33-21	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	10	3
DLR00012309	2009-11-23_18-33-21	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	10	3
DLR00012311	2009-11-23_18-33-21	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	10	3
DLR00012256	2009-11-23_18-33-21	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	11	3
DLR00012313	2009-11-23_18-33-21	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	11	3
DLR00012308	2009-11-23_18-33-21	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	11	3
DLR00012310	2009-11-23_18-33-21	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	11	3
DLR00012257	2009-11-23_18-33-21	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	12	3
DLR00012258	2009-11-23_18-33-21	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	12	3
DLR00012259	2009-11-23_18-33-21	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	12	3
DLR00012260	2009-11-23_18-33-21	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	12	3
DLR00016430	2009-11-23_18-33-21	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	13	3
DLR00016429	2009-11-23_18-33-21	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	13	3
DLR00012284	2009-11-23_18-33-21	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	13	3
DLR00016391	2009-11-23_18-33-21	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	13	3
DLR00016431	2009-11-23_18-33-21	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	14	3
DLR00016432	2009-11-23_18-33-21	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	14	3
DLR00016392	2009-11-23_18-33-21	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	14	3
DLR00016433	2009-11-23_18-33-21	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	14	3
DLR00016393	2009-11-23_18-33-21	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	15	3
DLR00016390	2009-11-23_18-33-21	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	15	3
DLR00016428	2009-11-23_18-33-21	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	15	3
DLR00012282	2009-11-23_18-33-21	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP3	BooneSDLV2	15	3
DLR00014934	2009-12-07_17-29-41	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	8	4
DLR00014963	2009-12-07_17-29-41	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	7	4
DLR00014931	2009-12-07_17-29-41	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	7	4
DLR00014932	2009-12-07_17-29-41	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	7	4
DLR00014933	2009-12-07_17-29-41	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	7	4
DLR00015079	2009-12-07_17-29-41	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	6	4
DLR00015078	2009-12-07_17-29-41	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	6	4
DLR00015070	2009-12-07_17-29-41	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	6	4
DLR00015071	2009-12-07_17-29-41	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	6	4
DLR00015072	2009-12-07_17-29-41	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	5	4
DLR00015077	2009-12-07_17-29-41	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	5	4
DLR00015067	2009-12-07_17-29-41	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	5	4
DLR00015068	2009-12-07_17-29-41	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	5	4
DLR00015069	2009-12-07_17-29-41	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	4	4
DLR00015707	2009-12-07_17-29-41	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	4	4
DLR00015711	2009-12-07_17-29-41	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	4	4
DLR00015708	2009-12-07_17-29-41	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	4	4
DLR00015710	2009-12-07_17-29-41	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	3	4
DLR00015713	2009-12-07_17-29-41	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	3	4
DLR00015712	2009-12-07_17-29-41	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	3	4
DLR00015709	2009-12-07_17-29-41	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	3	4
DLR00015737	2009-12-07_17-29-41	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	2	4
DLR00015716	2009-12-07_17-29-41	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	2	4
DLR00015715	2009-12-07_17-29-41	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	2	4
DLR00015714	2009-12-07_17-29-41	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	2	4
DLR00015687	2009-12-07_17-29-41	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	1	4
DLR00015740	2009-12-07_17-29-41	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	1	4
DLR00015739	2009-12-07_17-29-41	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	1	4
DLR00015738	2009-12-07_17-29-41	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	1	4
DLR00015058	2009-12-07_17-29-41	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	8	4
DLR00015086	2009-12-07_17-29-41	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	15	4
DLR00015082	2009-12-07_17-29-41	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	15	4
DLR00015083	2009-12-07_17-29-41	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	15	4
DLR00015695	2009-12-07_17-29-41	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	15	4
DLR00015694	2009-12-07_17-29-41	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	14	4
DLR00015693	2009-12-07_17-29-41	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	14	4
DLR00015692	2009-12-07_17-29-41	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	14	4
DLR00015696	2009-12-07_17-29-41	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	14	4
DLR00015698	2009-12-07_17-29-41	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	13	4
DLR00015697	2009-12-07_17-29-41	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	13	4
DLR00015702	2009-12-07_17-29-41	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	13	4
DLR00015701	2009-12-07_17-29-41	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	13	4
DLR00015700	2009-12-07_17-29-41	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	12	4
DLR00015699	2009-12-07_17-29-41	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	12	4
DLR00015706	2009-12-07_17-29-41	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	12	4
DLR00015705	2009-12-07_17-29-41	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	12	4
DLR00015704	2009-12-07_17-29-41	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	11	4
DLR00015703	2009-12-07_17-29-41	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	11	4
DLR00015744	2009-12-07_17-29-41	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	11	4
DLR00015743	2009-12-07_17-29-41	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	11	4
DLR00015742	2009-12-07_17-29-41	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	10	4
DLR00015741	2009-12-07_17-29-41	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	10	4
DLR00013653	2009-12-07_17-29-41	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	10	4
DLR00013654	2009-12-07_17-29-41	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	10	4
DLR00015746	2009-12-07_17-29-41	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	9	4
DLR00015745	2009-12-07_17-29-41	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	9	4
DLR00013649	2009-12-07_17-29-41	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	9	4
DLR00013650	2009-12-07_17-29-41	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	9	4
DLR00013651	2009-12-07_17-29-41	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	8	4
DLR00013652	2009-12-07_17-29-41	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP4	BooneSDLV2	8	4
DLR00013338	2009-11-11_20-36-51	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	1	1
DLR00013339	2009-11-11_20-36-51	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	1	1
DLR00013340	2009-11-11_20-36-51	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	1	1
DLR00013313	2009-11-11_20-36-51	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	1	1
DLR00013287	2009-11-11_20-36-51	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	2	1
DLR00013286	2009-11-11_20-36-51	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	2	1
DLR00013288	2009-11-11_20-36-51	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	2	1
DLR00013290	2009-11-11_20-36-51	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	2	1
DLR00013312	2009-11-11_20-36-51	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	3	1
DLR00013332	2009-11-11_20-36-51	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	3	1
DLR00013334	2009-11-11_20-36-51	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	3	1
DLR00013305	2009-11-11_20-36-51	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	3	1
DLR00013304	2009-11-11_20-36-51	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	4	1
DLR00013303	2009-11-11_20-36-51	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	4	1
DLR00013302	2009-11-11_20-36-51	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	4	1
DLR00013321	2009-11-11_20-36-51	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	4	1
DLR00013307	2009-11-11_20-36-51	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	5	1
DLR00013306	2009-11-11_20-36-51	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	5	1
DLR00013308	2009-11-11_20-36-51	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	5	1
DLR00013309	2009-11-11_20-36-51	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	5	1
DLR00013318	2009-11-11_20-36-51	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	6	1
DLR00013317	2009-11-11_20-36-51	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	6	1
DLR00013316	2009-11-11_20-36-51	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	6	1
DLR00013314	2009-11-11_20-36-51	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	6	1
DLR00013315	2009-11-11_20-36-51	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	7	1
DLR00013336	2009-11-11_20-36-51	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	7	1
DLR00013311	2009-11-11_20-36-51	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	7	1
DLR00017170	2009-11-11_20-36-51	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	7	1
