	Column	Row	x	y	Diameter	Intensity	Area	Trimmed	FeatureMedian	FeatureVariance	BackgroundMedian	Circularity	Perimeter	redMean	greenMean	blueMean	redMeanBack	greenMeanBack	blueMeanBack	redMedian	greenMedian	blueMedian	redMedianBack	greenMedianBack	blueMedianBack	Barcode	Filename	DateTime	FileName	Start.Time	Treatment	Medium	Screen	Library	Plate	RepQuad	ExptTime	ORF	Gene
204	13	9	1986.5	1380.0	136	0.0	0.3684266609835367	0.0005695384071334099	0.00026312738956671725	4.833874573455639e-05	-0.0008662922738064445	0.0	0.0	77.23716558206797	98.32653651482285	103.56587129428776	76.49105787076094	97.63902480175469	103.04032394128565	77.0	98.0	103.0	77.0	98.0	103.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YOR047C	STD1
205	14	9	2129.5	1372.0	136	0.0	0.005967286483030529	2.0697011678172256e-05	0.00026312738956671725	6.358903199892696e-05	-0.0016349163738370814	0.0	0.0	77.41071428571429	98.91964285714286	104.35714285714286	76.1816476389559	97.42488074181273	102.94318486359006	77.0	99.0	104.0	76.0	97.0	103.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YLR233C	EST1
206	15	9	2260.5	1376.0	136	0.0	0.09664872928765518	0.0	-0.0015917728957427187	2.7030989689612768e-05	-0.0037015847159786257	0.0	0.0	76.44928335170894	97.58820286659315	103.18026460859977	75.65196107342966	96.95222648186376	102.7255676791507	77.0	98.0	103.0	76.0	97.0	103.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YML028W	TSA1
207	16	9	2386.5	1385.0	136	0.0	0.1809366508604614	0.0	-0.003658441237884263	4.301439849021991e-05	-0.005513341523193699	0.0	0.0	76.30477031802118	97.46525323910481	103.29799764428742	75.31542314447408	96.64327066935536	102.72471215767904	76.0	97.0	103.0	75.0	97.0	103.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YDL040C	NAT1
208	17	9	2532.5	1375.0	136	0.0	0.27699930736853323	0.0	-0.0037015847159786257	3.9106241945445925e-05	-0.005513341523193699	0.0	0.0	75.9305635699173	97.19619157530295	103.5293325639546	75.03691967575534	96.36543846720707	103.04016212232868	76.0	97.0	103.0	75.0	96.0	103.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YKL198C	PTK1
209	18	9	2665.5	1374.0	136	0.0	0.5746177207096809	0.0	-0.005513341523193699	4.30388095656218e-05	-0.007454528764691861	1673.1889762452304	0.00047951409238638175	75.22457116365322	96.70774223458507	103.81659712563746	74.42522545090179	96.12111723446894	103.36986472945893	75.0	96.0	104.0	74.0	96.0	103.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YBR274W	CHK1
210	19	9	2811.5	1380.0	136	0.0	0.22707656241675106	0.0	-0.004662349881419802	9.754349794380617e-05	-0.007454528764691861	39.12189303024017	0.0019713357131440146	75.29446269357109	97.10488033786955	104.89347724073204	73.87668022334046	96.27745226442407	104.05507685944715	75.0	97.0	105.0	74.0	96.0	104.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YNL268W	LYP1
211	20	9	2949.5	1372.0	136	0.0	0.003836112739091055	1.0284593191661293e-05	0.0023297957317082608	7.837105625404835e-05	-0.00854080494997066	0.0	0.0	76.41666666666667	98.61111111111113	106.79166666666669	73.42108359629886	96.1173450286142	104.22479542172543	76.0	98.0	106.0	73.0	96.0	104.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YNL250W	RAD50
212	21	9	3077.5	1376.0	136	0.0	0.5367361074111568	0.0	-0.009991766193843208	4.463462570506645e-05	-0.012270202592816859	219.780586057386	0.0012787042463636847	73.34127456819536	95.39527496525709	103.91095890410959	72.91339850488785	95.09856239217942	103.62001150086256	73.0	95.0	104.0	73.0	95.0	104.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YGR231C	PHB2
213	22	9	3223.5	1372.0	136	0.0	0.2377324311364484	0.0	-0.01642705576377274	4.448751380355421e-05	-0.0203055108323236	0.0	0.0	72.18848050201704	93.6916181084715	102.36978933213804	71.17418047109805	92.59034039281471	101.11379045222618	72.0	93.0	102.0	71.0	93.0	101.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YML030W	YML030W
214	23	9	3360.5	1372.0	136	0.0	0.033938941872236124	0.0	-0.0251211846604486	8.16480844639271e-05	-0.02904275328789958	0.0	0.0	70.95604395604396	91.69230769230768	98.58712715855572	69.56557467460843	89.88484447385838	97.37475181998677	71.0	91.0	98.0	70.0	90.0	97.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YPL001W	HAT1
215	24	9	3484.5	1378.0	136	0.0	0.223027332303266	0.0	-0.03594864186403316	6.0406971892882326e-05	-0.03688589054280154	0.0	0.0	69.2773530817009	88.56975633062589	94.67080745341613	68.6386203113214	87.78303504080094	94.182609888226	69.0	88.0	94.0	68.0	88.0	94.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YOR202W	HIS3
216	1	10	349.5	1518.0	136	0.0	0.1131653258031861	0.0	-0.012183945555822376	5.597649196090465e-05	-0.013760417819532548	0.0	0.0	75.0668549905838	94.62146892655369	101.61534839924671	74.69330129167918	94.0540702913788	101.14707119255031	75.0	94.0	101.0	74.0	94.0	101.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YOR202W	HIS3
217	2	10	482.5	1515.0	136	0.0	0.25089242900527464	0.0	-0.00854080494997066	6.338383889428703e-05	-0.012183945555822376	14793.759805754336	0.00010655868719697372	75.2346570397112	95.72435761308132	103.0753875557443	73.9810810810811	94.62844950213373	102.34907539118065	75.0	95.0	103.0	74.0	95.0	102.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YMR169c	ALD3
218	3	10	624.5	1509.0	136	0.0	0.6350897756939634	0.0	-0.005513341523193699	3.4064031734808694e-05	-0.005556485001288062	0.0	0.0	74.94093959731542	96.3864932885906	104.28699664429529	74.6237406920718	96.19710906701708	104.37479924076507	75.0	96.0	104.0	75.0	96.0	104.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YER173W	RAD24
219	4	10	761.5	1509.0	136	0.0	0.19830571687356813	0.0004502415867469875	0.0003886084902100996	5.277634391355033e-05	-0.0007407812539688219	0.0	0.0	76.78264373992477	98.35276732939279	106.24368619022032	75.46979464345053	97.50820761613609	105.44454043995479	77.0	98.0	106.0	75.0	97.0	105.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YMR206W	YMR206W
220	5	10	898.5	1509.0	136	0.002091215245195521	0.4788214609196015	0.0013106590479350661	0.0023297957317082608	2.711141049489989e-05	0.0022866522536138987	0.0	0.0	76.80850116835427	98.58061644597751	106.04684544341828	76.27019014516459	98.32774483745656	105.98803925577593	77.0	98.0	106.0	76.0	98.0	106.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YGR231C	PHB2
221	6	10	1034.5	1509.0	136	0.0014885873890818533	0.18386701475837816	0.0006781079937058991	0.002902329432688653	6.036723465923689e-05	0.0003886084902100996	150.0572491008772	0.0009057488411742768	76.87597797739787	98.89307447116778	106.38771370617212	75.98837968403186	98.27484005744877	105.87087087087087	77.0	99.0	106.0	76.0	98.0	106.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YOR047C	STD1
222	7	10	1171.5	1509.0	136	0.00010013163641520493	0.18754328946667376	0.000417465034541058	0.0022866522536138987	3.363852448624416e-05	-0.0007407812539688219	0.0	0.0	76.453125	98.65284090909093	105.46335227272728	75.96321070234114	97.86399108138237	104.95737425404944	76.0	98.0	105.0	76.0	98.0	105.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YOR047C	STD1
223	8	10	1297.5	1515.0	136	0.0	0.22414619851883424	0.0004116651825705962	0.00026312738956671725	4.101885666492209e-05	-0.0015917728957427187	0.0	0.0	77.00380318516758	98.31875445685762	104.86831471357262	76.14345556928993	97.44911413267408	104.230668864167	77.0	98.0	105.0	76.0	97.0	104.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YPR160W	GPH1
224	9	10	1430.5	1513.0	136	0.0	0.4380094837231605	0.0002266629132459212	-0.0006976676950686993	3.7869501434485086e-05	-0.0015917728957427187	0.0	0.0	76.83590804038438	97.93930178810363	104.31188419900258	76.26232461130071	97.39069017823284	103.87694349639742	77.0	98.0	104.0	76.0	97.0	104.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YDL040C	NAT1
225	10	10	1581.5	1509.0	136	0.0	0.2611220629761841	0.0003513582626301433	0.00026312738956671725	4.108337107030115e-05	-0.0015917728957427187	0.0	0.0	77.25423382983065	98.16772087329119	103.89083860436644	76.2843957311797	97.46517161811363	103.42825209114508	77.0	98.0	104.0	76.0	97.0	103.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YJL023C	PET130
226	11	10	1718.5	1509.0	136	0.0	0.24487186317864565	0.00023993670218549186	0.00021998391147235455	4.0110886374637744e-05	-0.0015917728957427187	0.0	0.0	76.97889469103565	98.19212358572673	103.66927763272409	76.22175968390601	97.4422493473506	103.19007972906229	77.0	98.0	103.0	76.0	97.0	103.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YGL179C	TOS3
227	12	10	1855.5	1509.0	136	0.0	0.25920400660663867	0.00022557319953121763	-0.00041923967346943464	5.11550677340123e-05	-0.0016349163738370814	1247.6610824256607	0.0003729554051894081	76.94450154162384	98.2082219938335	103.43144912641316	76.16426927502876	97.3657220943613	103.01718929804373	77.0	98.0	103.0	76.0	97.0	103.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YNL268W	LYP1
228	13	10	1986.5	1516.0	136	0.0	0.14305503756193724	0.00015087575830224274	0.00021998391147235455	4.600069382457162e-05	-0.003658441237884263	0.0	0.0	76.84655493482309	98.32104283054005	103.51992551210428	75.69578463068886	97.19261377766723	102.71145237503107	77.0	98.0	103.0	76.0	97.0	103.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YIR039C	YPS6
229	14	10	2111.5	1508.0	136	0.0	0.2701795513879269	0.0	-0.003658441237884263	3.43436488812188e-05	-0.00461923632251968	0.0	0.0	76.09426148688621	97.53559455728654	102.86827055807531	75.36421375383267	96.86625784786101	102.4069937217112	76.0	97.0	103.0	76.0	97.0	102.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YBR028C	YBR028C
230	15	10	2261.5	1517.0	136	0.0	0.25307688209281254	0.0	-0.0037015847159786257	3.590666495079304e-05	-0.005556485001288062	0.0	0.0	75.9141052631579	97.08568421052631	102.6854736842105	74.98145374135102	96.47649618375063	102.20522148512731	76.0	97.0	102.0	75.0	96.0	102.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YNL011C	YNL011C
231	16	10	2386.5	1510.0	136	0.0	0.17310458735148382	0.0	-0.004340808300920415	4.364825054181652e-05	-0.007580009865335244	0.0	0.0	76.30563250230841	96.90089258233304	103.20529393659588	74.86759020618555	96.06121134020619	102.20393041237114	76.0	97.0	103.0	75.0	96.0	102.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YOR202W	HIS3
232	17	10	2528.5	1515.0	136	0.0	0.591933507379189	0.0	-0.008262376928371395	2.2768210992627015e-05	-0.008583918508870782	0.0	0.0	74.86021602160214	95.90990099009899	102.56642664266428	74.38869304086694	95.66523044783916	102.4319101710406	75.0	96.0	102.0	74.0	96.0	102.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YJL094C	KHA1
233	18	10	2668.5	1511.0	136	0.0	0.17827268368053706	0.0	-0.005513341523193699	5.7501046814739074e-05	-0.008583918508870782	0.0	0.0	75.3347280334728	96.81858936043035	103.73311416616856	74.07631459508526	95.56778836802178	102.91130130324841	75.0	96.0	103.0	74.0	96.0	103.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YBR149W	ARA1
234	19	10	2801.5	1510.0	136	0.0	0.2377857104800469	0.0	-0.005513341523193699	5.4335215302879604e-05	-0.008583918508870782	0.0	0.0	75.0056016132646	96.67689894689669	104.24871162894915	73.39843422340277	95.68355934572907	103.43415350202713	75.0	96.0	104.0	73.0	96.0	104.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YMR176W	ECM5
235	20	10	2934.5	1511.0	136	0.0	0.2288347807555011	0.0	-0.007454528764691861	4.710668681880733e-05	-0.008583918508870782	0.0	0.0	74.24633294528522	96.55273573923166	104.47776484284051	73.35802127953572	95.60515406936577	103.66609092165262	74.0	96.0	104.0	73.0	96.0	104.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YDR262W	YDR262W
236	21	10	3074.5	1513.0	136	0.0	0.156161756087165	0.0	-0.008583918508870782	6.054990937858118e-05	-0.012505487136321764	36832.03227068674	5.327934359848686e-05	74.11702490617537	95.92801091777552	103.93619924940292	72.63353958833186	94.56629624952645	102.90529107210506	74.0	96.0	104.0	72.0	94.0	103.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YMR176W	ECM5
237	22	10	3214.5	1509.0	136	0.0	0.6830944642762001	0.0	-0.020348624391223726	3.782796238726557e-05	-0.020348624391223726	0.0	0.0	71.29077295062787	92.65439513298494	100.91732314172062	70.96418964357767	92.33960995292537	100.70965030262272	71.0	92.0	101.0	71.0	92.0	101.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YER173W	RAD24
238	23	10	3351.5	1513.0	136	0.0	0.2470030369225851	0.0	-0.02899960980980522	5.703633330601001e-05	-0.032070216714676546	0.0	0.0	70.39667817083694	90.3457722174288	97.51423641069887	69.10323356682939	89.22309488431331	96.86089294558832	70.0	90.0	97.0	69.0	89.0	97.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YJR154W	YJR154W
239	24	10	3481.5	1511.0	136	0.0	0.23197826202781185	0.0	-0.03895255888494309	4.288512089134081e-05	-0.039846664085617114	0.0	0.0	68.98874598070739	87.65273311897106	94.08061552595316	68.42552896288589	87.13395768296913	93.76406520985084	69.0	87.0	94.0	68.0	87.0	94.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YOR202W	HIS3
240	1	11	350.5	1645.0	136	0.0	0.1874367307794768	0.0	-0.016105514183273356	5.406608591943309e-05	-0.016383942204872617	0.0	0.0	74.23109721432631	93.61910176236496	100.87180216031835	74.70874041046488	93.65962887679498	100.66389089240049	74.0	93.0	101.0	74.0	93.0	101.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YOR202W	HIS3
241	2	11	480.5	1650.0	136	0.0	0.5354041238211945	0.0	-0.013356478778095659	2.290091471574423e-05	-0.013356478778095659	0.0	0.0	73.85829435764751	94.13891929545228	101.84724848243607	73.45206422018349	93.83463302752294	101.69254587155964	74.0	94.0	102.0	74.0	94.0	102.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YJL094C	KHA1
242	3	11	626.5	1650.0	136	0.0	0.5278917363738079	0.0	-0.0076466698301024	3.0909506676212486e-05	-0.00854080494997066	0.0	0.0	74.87081146548243	95.97113443681872	103.84830440048442	74.46969867960726	95.54429522627242	103.7068051010044	75.0	96.0	104.0	75.0	96.0	104.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YJL094C	KHA1
243	4	11	761.5	1645.0	136	0.0	0.2781714529277	0.0	-0.0015917728957427187	5.240117733690204e-05	-0.0044270653379149	1338.9596117871272	0.0003729554051894081	76.51599310476922	97.65772840452021	105.32733192874927	75.44589607322114	96.93829347505165	104.73545910835549	76.0	97.0	105.0	75.0	97.0	105.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YLL019C	KNS1
244	5	11	897.5	1655.0	136	0.00030800989990405664	0.5844211199318025	0.0005023422710033938	-0.0006976676950686993	4.205229423148312e-05	-0.0007407812539688219	153.1561325210064	0.001598380307954606	76.43285623119698	98.05770808642538	105.5244780745738	76.03217948717949	97.70423076923076	105.42679487179487	76.0	98.0	105.0	76.0	98.0	105.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YER173W	RAD24
245	6	11	1034.5	1645.0	136	0.0007449054175982915	0.06782460440087378	0.0004930706160171378	0.0062082208810648794	5.896682533965649e-05	-0.0006976676950686993	1777.4433102310254	0.0001598380307954606	78.01099764336212	99.81696779261587	106.66535742340929	75.97199359853681	98.05172610882488	105.44564471879286	78.0	99.0	106.0	76.0	98.0	105.0	DLR00012733	DLR00012733-2009-11-10_16-36-58	2009-11-10_16-36-58	DLR00012733-2009-11-10_16-36-58	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.8824537037037037	YPR119W	CLB2
